Case ID,External Case ID,Tags,Name,Organization,Entity,# Total Machines,# Recent Machines,# Approved Machines,First Event,Last Event,Case Tier,Case Investigators,Investigation Status,Data Score,Website,Industry,Actionable Domain,Region,Country,Source Status,Automation Status,Investigation Status Last Updated At,Created,Updated,custom_fields.NNS Potential,custom_fields.NNS_Potential
4044285,1063755#1,"Mexico, LATAM",Ng Acabados,Ng Acabados,,5,5,0,2018-07-11 07:00 PM ,2023-08-11 04:07 AM ,2,,,18,,,,,,,APPROVABLE,,2024-04-25 08:05 PM ,2026-03-15 09:27 PM ,,
4042314,1065645#1,"Mexico, LATAM",Grupo Bituaj,Grupo Bituaj,,3,3,0,2018-08-21 10:32 PM ,2023-06-21 11:21 PM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 07:48 PM ,2026-03-15 09:29 PM ,,
4059886,1067037#1,"Mexico, LATAM",Armored doors Mexico,Armored doors Mexico,,3,3,0,2018-08-28 03:31 PM ,2023-11-19 01:12 PM ,2,,,10,,,,,,,APPROVABLE,,2024-04-25 10:03 PM ,2026-03-15 09:31 PM ,,
8640289,1067696#1,"Mexico, LATAM",MST Design School,MST Design School,,4,4,0,2018-02-04 06:40 PM ,2023-03-24 05:14 AM ,2,,,14,,,,,,,APPROVABLE,,2025-06-02 07:16 AM ,2026-03-15 09:32 PM ,,
4043246,1069371#1,"Mexico, LATAM",Candela Estudio,Candela Estudio,,3,3,0,2018-03-15 08:16 PM ,2023-08-08 07:07 PM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 07:57 PM ,2026-03-15 09:35 PM ,,
4044319,1070639#1,"Mexico, LATAM",Squissito,Squissito,,4,4,0,2018-06-04 03:52 PM ,2023-07-13 05:08 AM ,1,,,17,,,,,,,APPROVABLE,,2024-04-25 08:06 PM ,2026-03-15 09:37 PM ,,
8647051,1071080#1,"Mexico, LATAM",Lago del Bosque,Lago del Bosque,,3,3,0,2018-07-18 07:16 PM ,2023-02-10 02:28 AM ,2,,,12,,,,,,,APPROVABLE,,2025-06-02 08:37 AM ,2026-03-15 09:38 PM ,,
4042683,1071255#1,"Mexico, LATAM",Soluciones Conarq,Soluciones Conarq,,3,3,0,2018-04-05 02:19 PM ,2023-04-23 07:28 PM ,2,,,10,,,,,,,APPROVABLE,,2024-04-25 07:52 PM ,2026-03-15 09:39 PM ,,
4043841,1071614#1,"Mexico, LATAM",Grupo Interdisciplinario Sinaloa,Grupo Interdisciplinario Sinaloa,,4,4,0,2018-03-07 01:42 AM ,2023-10-26 05:24 PM ,2,,,16,,,,,,,APPROVABLE,,2024-04-25 08:02 PM ,2026-03-15 09:39 PM ,,
4059774,1072760#1,"Mexico, LATAM",Constructora IAK,Constructora IAK,,3,3,0,2018-03-31 02:04 AM ,2023-05-24 01:26 AM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 10:02 PM ,2026-03-15 09:42 PM ,,
8639950,1076313#1,"Mexico, LATAM",ICN Sistemas Impermeables,ICN Sistemas Impermeables,,3,3,0,2017-12-11 05:07 AM ,2023-03-16 05:59 PM ,2,,,8,,,,,,,APPROVABLE,,2025-06-02 07:12 AM ,2026-03-15 09:47 PM ,,
8646472,1078263#1,"Mexico, LATAM",Herso Grupo Constructor hs SA de CV,Herso Grupo Constructor hs SA de CV,,4,4,0,2018-05-02 01:13 PM ,2023-01-17 10:34 PM ,2,,,14,,,,,,,APPROVABLE,,2025-06-02 08:30 AM ,2026-03-15 09:52 PM ,,
4043110,1078061#1,"Mexico, LATAM",Concentradora,Concentradora,,3,3,0,2018-05-03 12:07 AM ,2023-08-09 07:35 PM ,2,,,8,,,,,,,APPROVABLE,,2024-04-25 07:56 PM ,2026-03-15 09:52 PM ,,
4042431,1078724#1,"Mexico, LATAM",Luve,Luve,,3,3,0,2018-07-09 09:15 PM ,2023-04-18 03:46 PM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 07:49 PM ,2026-03-15 09:53 PM ,,
4043502,1078580#1,"Mexico, LATAM",N/H taller de arquitectura,N/H taller de arquitectura,,4,4,0,2017-12-18 07:19 AM ,2023-11-03 06:20 PM ,2,,,16,,,,,,,APPROVABLE,,2024-04-25 07:59 PM ,2026-03-15 09:53 PM ,,
780379,1078634#1,"Brazil, Mexico, LATAM, EDU",Emiliano Zapata University,Emiliano Zapata University,,116,116,0,2018-06-04 09:00 PM ,2025-05-29 06:11 PM ,1,,,321,,,,,,,APPROVABLE,,2023-07-05 04:06 PM ,2026-03-15 09:53 PM ,,
8646813,1081088#1,"Mexico, LATAM",Colegio Vilaseca De Toluca,Colegio Vilaseca De Toluca,,3,3,0,2018-07-26 07:16 PM ,2023-09-19 10:54 PM ,2,,,8,,,,,,,APPROVABLE,,2025-06-02 08:34 AM ,2026-03-15 09:58 PM ,,
883305,1081209#1,"Brazil, Mexico, LATAM",Werhaus,Werhaus,,3,3,0,2018-08-17 06:24 PM ,2023-08-18 04:35 PM ,2,,,12,,,,,,,APPROVABLE,,2023-07-05 04:28 PM ,2026-03-15 09:58 PM ,,
806840,1081523#1,"Brazil, LATAM, (Connor) Strategic, EDU, El Salvador",Modular Open University,Modular Open University,,272,272,0,2017-09-10 07:02 PM ,2025-06-04 12:38 PM ,1,,,463,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 09:59 PM ,,
786109,1081318#1,"Brazil, Mexico, LATAM",Centro Universidad CNCI Virtual,Centro Universidad CNCI Virtual,,70,70,0,2018-04-11 03:42 PM ,2025-05-30 07:15 AM ,1,,,191,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 09:59 PM ,,
4042496,1081719#1,"Mexico, LATAM",Yagoo,Yagoo,,3,3,0,2017-09-29 07:38 PM ,2023-06-08 10:21 PM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 07:50 PM ,2026-03-15 10:00 PM ,,
793769,1082587#1,"Mexico, LATAM",Cumulus Asesores Inmobiliarios,Cumulus Asesores Inmobiliarios,,4,4,0,2018-09-25 03:30 PM ,2023-05-04 10:54 PM ,3,,,8,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 10:02 PM ,,
8639777,1087322#1,"Mexico, LATAM",Biodist-Seegene Diagnostics Sapi De Cv,Biodist-Seegene Diagnostics Sapi De Cv,,4,4,0,2018-09-04 06:26 PM ,2023-03-11 05:55 PM ,2,,,14,,,,,,,APPROVABLE,,2025-06-02 07:10 AM ,2026-03-15 10:03 PM ,,
4044763,1093422#1,"Mexico, LATAM",Ultra Acoustics,Ultra Acoustics,,7,7,0,2019-01-21 06:41 PM ,2023-05-29 01:04 AM ,2,,,20,,,,,,,APPROVABLE,,2024-04-25 08:09 PM ,2026-03-15 10:10 PM ,,
4043468,1094257#1,"Mexico, LATAM",Flexi Oriental,Flexi Oriental,,5,5,0,2018-06-30 04:14 AM ,2023-09-05 02:33 AM ,1,,,18,,,,,,,APPROVABLE,,2024-04-25 07:59 PM ,2026-03-15 10:14 PM ,,
8640139,1094638#1,"Mexico, LATAM",Fuller Cosmetics,Fuller Cosmetics,,8,8,0,2018-09-04 07:23 PM ,2023-03-22 01:42 AM ,2,,,26,,,,,,,APPROVABLE,,2025-06-02 07:14 AM ,2026-03-15 10:16 PM ,,
4043154,1094975#1,"Mexico, LATAM",Icasaing,Icasaing,,3,3,0,2018-02-11 01:00 AM ,2023-04-06 05:08 PM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 07:56 PM ,2026-03-15 10:16 PM ,,
4044133,1096164#1,"Mexico, LATAM",Edgar Armando Landois Serrano,Edgar Armando Landois Serrano,,5,5,0,2018-03-25 09:49 PM ,2023-07-22 03:23 PM ,2,,,20,,,,,,,APPROVABLE,,2024-04-25 08:04 PM ,2026-03-15 10:22 PM ,,
4060901,1097110#1,"Mexico, LATAM",Espasys,Espasys,,4,4,0,2018-06-25 06:44 PM ,2023-04-12 01:53 AM ,1,,,19,,,,,,,APPROVABLE,,2024-04-25 10:14 PM ,2026-03-15 10:34 PM ,,
779439,1096637#1,"Brazil, Mexico, LATAM, EDU",Universidad de Occidente,Universidad de Occidente,,19,19,0,2018-04-19 04:08 PM ,2025-05-01 01:36 AM ,2,,,70,,,,,,,APPROVABLE,,2023-07-05 04:06 PM ,2026-03-15 10:34 PM ,,
8646754,1096842#1,"Mexico, LATAM",Bang Arquitectura,Bang Arquitectura,,4,4,0,2018-02-22 05:07 PM ,2023-01-27 10:23 PM ,2,,,16,,,,,,,APPROVABLE,,2025-06-02 08:33 AM ,2026-03-15 10:34 PM ,,
785566,1096392#1,"Mexico, LATAM",Planyarq,Planyarq,,6,6,0,2018-01-27 01:31 AM ,2023-06-26 01:57 AM ,2,,,14,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 10:34 PM ,,
812438,1097979#1,"Mexico, LATAM",Urbanista,Urbanista,,4,4,0,2018-08-10 02:44 AM ,2023-07-16 06:05 PM ,2,,,16,,,,,,,APPROVABLE,,2023-07-05 04:08 PM ,2026-03-15 10:34 PM ,,
8639277,1097416#1,"Mexico, LATAM","MRCI, Manejo de Recursos y Controles Inteligentes","MRCI, Manejo de Recursos y Controles Inteligentes",,4,4,0,2018-08-06 11:45 PM ,2023-03-02 11:44 PM ,1,,,19,,,,,,,APPROVABLE,,2025-06-02 07:04 AM ,2026-03-15 10:34 PM ,,
8646968,1101781#1,"Mexico, LATAM",Genera Studio,Genera Studio,,4,4,0,2018-06-22 11:47 PM ,2023-02-07 04:08 PM ,2,,,14,,,,,,,APPROVABLE,,2025-06-02 08:36 AM ,2026-03-15 10:37 PM ,,
8646979,1102007#1,"Mexico, LATAM",Cent,Cent,,4,4,0,2017-11-29 01:07 AM ,2023-02-09 03:01 PM ,2,,,10,,,,,,,APPROVABLE,,2025-06-02 08:36 AM ,2026-03-15 10:38 PM ,,
778511,1106720#1,"Brazil, Mexico, LATAM, EDU",Universidad de Tijuana CUT,Universidad de Tijuana CUT,,128,128,0,2018-03-14 03:35 AM ,2025-05-30 07:26 AM ,1,,,304,,,,,,,APPROVABLE,,2023-07-05 04:06 PM ,2026-03-15 10:46 PM ,,
8646634,1107417#1,"Mexico, LATAM",Tveducativa,Tveducativa,,4,4,0,2017-11-03 08:40 PM ,2023-01-23 12:24 AM ,2,,,16,,,,,,,APPROVABLE,,2025-06-02 08:32 AM ,2026-03-15 10:47 PM ,,
4062542,1107078#1,"Mexico, LATAM",Avanzia Recursos Administrativos S.A. de C.V.,Avanzia Recursos Administrativos S.A. de C.V.,,5,5,0,2018-04-15 03:54 PM ,2023-05-07 02:59 AM ,2,,,18,,,,,,,APPROVABLE,,2024-04-25 10:28 PM ,2026-03-15 10:47 PM ,,
4060975,1109629#2,"Mexico, LATAM",Hsbc,Hsbc,,4,4,0,2018-12-26 03:22 AM ,2023-11-24 04:31 AM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 10:14 PM ,2026-03-15 10:50 PM ,,
842549,1125916#1,"Brazil, Mexico, LATAM, (Connor) Strategic",Universidad UNISITE,Universidad UNISITE,,104,104,0,2018-09-10 12:23 PM ,2025-05-16 05:07 PM ,1,,,522,,,,,,,APPROVABLE,,2023-07-05 04:26 PM ,2026-03-15 10:52 PM ,,
801279,1133757#3,"Mexico, LATAM, EDU",Colegio Suizo de México,Colegio Suizo de México,,8,8,0,2019-10-25 05:08 PM ,2025-05-29 05:00 AM ,1,,,27,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 10:55 PM ,,
8667722,1133816#3,"Mexico, LATAM",Universidad Politécnica de Pénjamo,Universidad Politécnica de Pénjamo,,32,32,0,2018-11-15 05:06 AM ,2023-11-29 03:42 PM ,2,,,54,,,,,,,APPROVABLE,,2025-06-02 03:56 PM ,2026-03-15 10:55 PM ,,
4043028,1145853#1,"Mexico, LATAM",Booktwo,Booktwo,,3,3,0,2019-11-07 05:09 PM ,2023-05-10 10:27 PM ,2,,,10,,,,,,,APPROVABLE,,2024-04-25 07:55 PM ,2026-03-15 10:59 PM ,,
4060004,1144660#1,"Mexico, LATAM",Diego Cavazos de Lira,Diego Cavazos de Lira,,3,3,0,2018-09-16 06:53 PM ,2023-10-21 04:37 AM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 10:05 PM ,2026-03-15 10:59 PM ,,
777358,1146723#1,"Brazil, Mexico, LATAM, (Connor) Strategic, EDU",Universidad del Medio Ambiente (UMA),Universidad del Medio Ambiente (UMA),,71,71,0,2018-04-24 06:11 AM ,2025-05-28 11:53 PM ,1,,,221,,,,,,,APPROVABLE,,2023-07-05 04:06 PM ,2026-03-15 11:01 PM ,,
8639630,1159898#1,"Mexico, LATAM",Utpn,Utpn,,3,3,0,2018-09-11 02:53 AM ,2023-03-09 04:26 AM ,4,,,4,,,,,,,APPROVABLE,,2025-06-02 07:08 AM ,2026-03-15 11:04 PM ,,
777321,1155627#1,"Brazil, LATAM, Costa Rica, (Connor) Strategic, EDU",Universidad U Latina Srl,Universidad U Latina Srl,,1018,1018,0,2017-06-26 10:38 PM ,2025-05-31 08:11 AM ,1,,,2902,,,,,,,APPROVABLE,,2023-07-05 04:06 PM ,2026-03-15 11:04 PM ,,
793848,1161115#1,"Brazil, Mexico, LATAM",Universidad Tecnológica de San Juan del Río,Universidad Tecnológica de San Juan del Río,,54,54,0,2018-07-03 11:58 PM ,2025-05-26 12:18 AM ,2,,,130,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 11:05 PM ,,
4063008,1162134#1,"Mexico, LATAM",Rogelio Ignacio Torres Garibay,Rogelio Ignacio Torres Garibay,,5,5,0,2018-05-29 08:33 PM ,2023-10-25 06:59 PM ,3,,,4,,,,,,,APPROVABLE,,2024-04-25 10:32 PM ,2026-03-15 11:05 PM ,,
4062237,1192986#1,"Mexico, LATAM",FERROCOMER S.A.DE C.V.,FERROCOMER S.A.DE C.V.,,5,5,0,2018-10-08 08:50 PM ,2023-11-21 10:43 PM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 10:26 PM ,2026-03-15 11:14 PM ,,
784115,1194677#1,"Brazil, Mexico, LATAM",Asesores y Consultores Capabilities,Asesores y Consultores Capabilities,,4,4,0,2018-10-09 08:07 PM ,2023-05-27 08:22 PM ,2,,,16,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 11:15 PM ,,
790526,1196126#1,"Brazil, Mexico, LATAM",Ghio Arquitectos,Ghio Arquitectos,,3,3,0,2018-10-12 12:32 AM ,2023-12-14 01:42 AM ,2,,,12,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 11:16 PM ,,
8639336,1199664#3,"Mexico, LATAM",Technological University of Southern Chihuahua,Technological University of Southern Chihuahua,,3,3,0,2019-10-07 10:37 PM ,2023-03-02 03:12 AM ,2,,,10,,,,,,,APPROVABLE,,2025-06-02 07:05 AM ,2026-03-15 11:16 PM ,,
8639792,1205153#1,"Mexico, LATAM",Century 21 Pinsa,Century 21 Pinsa,,4,4,0,2018-10-03 05:22 PM ,2023-03-13 08:31 PM ,1,,,20,,,,,,,APPROVABLE,,2025-06-02 07:10 AM ,2026-03-15 11:17 PM ,,
71616,1207275#1,"Mexico, LATAM",Gerardo Pinelo Salazar,Gerardo Pinelo Salazar,,3,3,0,2018-10-17 03:10 AM ,2023-09-28 06:26 PM ,2,,,10,,,,,,,APPROVABLE,,2023-03-25 08:20 PM ,2026-03-15 11:19 PM ,,
4062920,1208092#1,"Mexico, LATAM",Jesus Armando Vidaurrazaga Gracia,Jesus Armando Vidaurrazaga Gracia,,5,5,0,2018-10-18 04:42 PM ,2023-12-01 09:36 PM ,2,,,18,,,,,,,APPROVABLE,,2024-04-25 10:31 PM ,2026-03-15 11:20 PM ,,
777554,1221350#2,"Brazil, Mexico, LATAM, (Connor) Strategic, EDU",Universidad Cuauhtemoc,Universidad Cuauhtemoc,,251,251,0,2018-09-28 03:47 PM ,2025-05-30 01:11 AM ,1,,,644,,,,,,,APPROVABLE,,2023-07-05 04:06 PM ,2026-03-15 11:22 PM ,,
8669819,1235317#2,"Mexico, LATAM, EDU",Escuela de Música del Estado de Hidalgo,Escuela de Música del Estado de Hidalgo,,5,5,0,2020-06-09 03:43 PM ,2024-06-27 01:10 AM ,4,,,6,,,,,,,APPROVABLE,,2025-06-02 04:26 PM ,2026-03-15 11:26 PM ,,
804962,1246125#2,"Brazil, Mexico, LATAM, EDU",Universidad Potosina,Universidad Potosina,,4,4,0,2019-07-16 02:01 AM ,2024-03-11 03:05 AM ,2,,,10,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 11:27 PM ,,
810429,1247926#1,"Brazil, Mexico, LATAM",Instituto Nacional de Bellas Artes y Literatura,Instituto Nacional de Bellas Artes y Literatura,,14,14,0,2016-10-08 09:07 PM ,2023-09-29 06:21 PM ,1,,,59,,,,,,,APPROVABLE,,2023-07-05 04:08 PM ,2026-03-15 11:27 PM ,,
8647082,1251038#1,"Mexico, LATAM",Coliman México,Coliman México,,4,4,0,2018-10-17 07:35 PM ,2023-02-14 04:41 AM ,1,,,19,,,,,,,APPROVABLE,,2025-06-02 08:37 AM ,2026-03-15 11:29 PM ,,
4043263,1251485#1,"Mexico, LATAM",Hugo Torres G.,Hugo Torres G.,,5,5,0,2018-11-09 02:51 PM ,2023-06-09 03:04 PM ,1,,,22,,,,,,,APPROVABLE,,2024-04-25 07:57 PM ,2026-03-15 11:29 PM ,,
4062954,1258342#1,"Mexico, LATAM",Felipe Ramos arquitectos Sa de cv,Felipe Ramos arquitectos Sa de cv,,6,6,0,2018-11-06 08:43 PM ,2023-09-01 02:05 AM ,2,,,22,,,,,,,APPROVABLE,,2024-04-25 10:32 PM ,2026-03-15 11:34 PM ,,
8646827,1261526#1,"Mexico, LATAM",Imp,Imp,,4,4,0,2018-11-06 06:23 PM ,2023-09-20 04:04 PM ,1,,,14,,,,,,,APPROVABLE,,2025-06-02 08:34 AM ,2026-03-15 11:36 PM ,,
883016,1261696#1,"Mexico, LATAM",Pendulo Arquitectura,Pendulo Arquitectura,,4,4,0,2018-05-21 03:49 PM ,2023-06-13 09:43 PM ,2,,,14,,,,,,,APPROVABLE,,2023-07-05 04:28 PM ,2026-03-15 11:37 PM ,,
4042172,1262563#1,"Mexico, LATAM",NEUBOX,NEUBOX,,3,3,0,2018-10-22 03:53 PM ,2023-07-17 08:24 PM ,2,,,12,,,,,,,APPROVABLE,,2024-04-25 07:47 PM ,2026-03-15 11:37 PM ,,
797927,1263138#1,"Mexico, LATAM",Grupo Constructor,Grupo Constructor,,4,4,0,2018-05-17 01:38 PM ,2023-09-30 03:39 PM ,2,,,16,,,,,,,APPROVABLE,,2023-07-05 04:07 PM ,2026-03-15 11:37 PM ,,
4044575,1262281#1,"Mexico, LATAM",Expertos en ventilación SA de CV,Expertos en ventilación SA de CV,,5,5,0,2018-11-08 04:17 AM ,2023-07-17 01:05 AM ,2,,,20,,,,,,,APPROVABLE,,2024-04-25 08:08 PM ,2026-03-15 11:37 PM ,,
